id,public_id,planting_site_id,country_id,organization_id,subsite_type_id,plus_code,name,description,legacy,created_at,updated_at,forest_type_id,rainfall_yearly_mm,enabled,socioeconomic_impacts,additional_info_description,additional_info_title,site_code,header_image,media,organization_name,standards,subsite_area_square_meters,type,visibility,species,lat,long,area_square_meters,center_lat,center_lng,subsite_main_image.id,subsite_main_image.url,subsite_main_image.cdn_url,organization_logo.id,organization_logo.url,organization_logo.cdn_url,geofence.type,geofence.coordinates,organization.id,organization.public_id,organization.name,organization.description,organization.logo.id,organization.logo.url,organization.logo.cdn_url,organization.logo_url.id,organization.logo_url.url,organization.logo_url.cdn_url,forest_type.id,forest_type.public_id,forest_type.organization_id,forest_type.forest_category_id,forest_type.forest_group_id,forest_type.name,forest_type.description,forest_type.planting_density,forest_type.average_lifetime_years,forest_type.average_survival_rate,forest_type.co2_amount_lifetime,forest_type.working_days,forest_type.indicator_id,forest_type.native,forest_type.yield,forest_type.planting_counter_type,forest_type.forest_type_species,forest_type.palette_id,forest_type.color_palette.name,forest_type.color_palette.dark,forest_type.color_palette.light,forest_type.forest_group.id,forest_type.forest_group.public_id,forest_type.forest_group.name,planting_site.id,planting_site.visibility,planting_site.name,planting_site.description,planting_site.country.id,planting_site.country.full_name,planting_site.country.name
168,prevost-island-sunshine-coast-can,22,0,31,12,84WRRJRC+X6,Prevost Island,,0,2024-01-05T04:50:30.000000Z,2024-01-05T04:50:31.000000Z,25,NA,1,NA,NA,NA,NA,NA,,Coastal Kelp,,366045,Kelp,1,,48.842485797764205,-123.3794955981174,366045,48.842485797764205,-123.3794955981174,62123,https://veritreephotos.s3.us-east-2.amazonaws.com/subsites/kd94oCLpP6E/2023-12-30%20at%2020.46.05_6dcfc24d.jpg,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6InN1YnNpdGVzXC9rZDk0b0NMcFA2RVwvMjAyMy0xMi0zMCBhdCAyMC40Ni4wNV82ZGNmYzI0ZC5qcGciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,783,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/image%20%2810%29.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2ltYWdlICgxMCkucG5nIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6ImNvdmVyIn0sInJvdGF0ZSI6MH19,MultiPolygon,,31,coastal-kelp,Coastal Kelp,null,783,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/image%20%2810%29.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2ltYWdlICgxMCkucG5nIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6ImNvdmVyIn0sInJvdGF0ZSI6MH19,783,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/image%20%2810%29.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2ltYWdlICgxMCkucG5nIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6ImNvdmVyIn0sInJvdGF0ZSI6MH19,25,kelp-a,31,5,4,Kelp,NA,996678,0,0,0,0.002,79,NA,0.0612,Kelp,,7,Grey,#f2f2f2,#213339,4,85067830-d4cd-474b-99c0-fd9bbb3f0129,Kelp,22,1,Sunshine Coast,"For this project, veritree is working closely with Coastal Kelp and the Sechelt First Nations to restore kelp forest along their territory, Hotham Sound and Powell River in British Columbia, Canada. New and innovative techniques will be used to seed bull kelp.",124,Canada,Canada
169,boalaohu-forest-park-china-region1,95,0,60,39,8P4XHXQ7+2J,BoaLaohu Forest Park,,0,2024-01-11T18:58:20.000000Z,2024-01-11T18:58:21.000000Z,87,NA,1,NA,NA,NA,NA,NA,,Trella,,2956077,Trees,1,,32.58750826552085,119.96402253724428,2956077,32.58750826552085,119.96402253724428,63963,https://veritreephotos.s3.us-east-2.amazonaws.com/subsites/MaVpjx0s9gM/AC8B3316-0A8F-41DC-9707-0ECBA2848914.jpg,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6InN1YnNpdGVzXC9NYVZwangwczlnTVwvQUM4QjMzMTYtMEE4Ri00MURDLTk3MDctMEVDQkEyODQ4OTE0LmpwZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJmaXQiOiJjb3ZlciJ9LCJyb3RhdGUiOjB9fQ==,63961,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/V71keljuHqM/trella-logo.jpg,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL1Y3MWtlbGp1SHFNXC90cmVsbGEtbG9nby5qcGciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,MultiPolygon,,60,trella,Trella,NA,63961,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/V71keljuHqM/trella-logo.jpg,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL1Y3MWtlbGp1SHFNXC90cmVsbGEtbG9nby5qcGciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,63961,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/V71keljuHqM/trella-logo.jpg,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL1Y3MWtlbGp1SHFNXC90cmVsbGEtbG9nby5qcGciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,87,deciduous,60,1,13,Deciduous,NA,1500,50,75,0.488,0.004,76,NA,0,Trees,,18,Medium Grey,#cccccc,#cccccc,13,1cf00f6f-7b66-47aa-94ee-6d6cf975e059,Other,95,1,Taizhou,NA,156,People’s Republic of China,China
175,mozambique-mozambique-moz,97,0,1,1,5GJQMJV2+P4,Mozambique,,1,2024-02-07T22:25:17.000000Z,2024-03-25T01:26:20.000000Z,92,NA,1,NA,NA,NA,NA,NA,,Eden Reforestation Projects,,770166985510,Trees,2,,-17.30570284673336,35.60032687254968,770166985510,-17.30570284673336,35.60032687254968,NA,NA,NA,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,MultiPolygon,,1,eden-reforestation-projects,Eden Reforestation Projects,null,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,92,mangrove-c,1,1,13,Mangrove,NA,10000,25,80,0,0.001,76,NA,0,Trees,,18,Medium Grey,#cccccc,#cccccc,13,1cf00f6f-7b66-47aa-94ee-6d6cf975e059,Other,97,2,Mozambique,NA,508,Republic of Mozambique,Mozambique
176,madagascar-madagascar-mdg,98,0,1,1,5HG8MPHF+8V,Madagascar,,1,2024-02-07T22:30:32.000000Z,2024-03-26T21:07:32.000000Z,1,NA,1,NA,NA,NA,NA,NA,,Eden Reforestation Projects,,735520484,Trees,2,,-16.219894716260566,44.83629393434314,735520484,-16.219894716260566,44.83629393434314,NA,NA,NA,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,MultiPolygon,,1,eden-reforestation-projects,Eden Reforestation Projects,null,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,1,mangrove,1,2,9,Madagascar Mangrove,"Mangrove forests are well known for their exceptional value in terms of ecosystem services. Apart of carbon cycling, mangroves also provide significant silt filtration, fish nurseries, and protection against storm surges.",10000,25,70,0.308018,0.002,76,NA,0,Trees,,1,Dark Orange,#CF6402,#CF6402,9,8ed6cb65-3d56-4fa6-8b33-e7b0f99b23d2,Mangrove,98,2,Madagascar,NA,450,Republic of Madagascar,Madagascar
177,port-au-prince-haiti-hti-a,99,0,62,42,77C9M9CH+VM,Port-au-Prince,,0,2024-02-12T19:31:42.000000Z,2024-03-21T18:38:51.000000Z,89,NA,1,NA,NA,NA,NA,NA,,Mother Trees,,2209525781,Trees,0,,18.67223086485956,-72.62083943001637,2209525781,18.67223086485956,-72.62083943001637,153536,https://veritreephotos.s3.us-east-2.amazonaws.com/subsites/vM4iABUPilw/haiti-port-au-prince-crop-fullres%20%281%29.jpg,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6InN1YnNpdGVzXC92TTRpQUJVUGlsd1wvaGFpdGktcG9ydC1hdS1wcmluY2UtY3JvcC1mdWxscmVzICgxKS5qcGciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,76670,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/s-xnqVspF-g/Mother%20Trees_logo_final.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL3MteG5xVnNwRi1nXC9Nb3RoZXIgVHJlZXNfbG9nb19maW5hbC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,MultiPolygon,,62,mother-trees,Mother Trees,NA,76670,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/s-xnqVspF-g/Mother%20Trees_logo_final.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL3MteG5xVnNwRi1nXC9Nb3RoZXIgVHJlZXNfbG9nb19maW5hbC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,76670,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/s-xnqVspF-g/Mother%20Trees_logo_final.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL3MteG5xVnNwRi1nXC9Nb3RoZXIgVHJlZXNfbG9nb19maW5hbC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,89,haiti-agroforestry,62,1,13,Haiti Agroforestry,NA,2500,25,75,0.022001,0.02,76,NA,0,Trees,,18,Medium Grey,#cccccc,#cccccc,13,1cf00f6f-7b66-47aa-94ee-6d6cf975e059,Other,99,0,Haiti,"This project aims to help 1,108 farming families put in place bee-friendly agroforestry systems on degraded farms by planting 2.8 million trees.",332,Republic of Haiti,Haiti
187,ryujinmura-mitsumata-ryujinmura-mitsumata-jpn,100,0,61,40,8Q5QWH58+PW,Ryujinmura Mitsumata,,0,2024-03-06T20:02:29.000000Z,2024-03-06T20:02:30.000000Z,90,NA,1,NA,NA,NA,NA,NA,,more-Trees,,335392,Trees,0,,33.909302592676596,135.56726022120276,335392,33.909302592676596,135.56726022120276,NA,NA,NA,76494,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/1qMWZObMIco/moretrees-logo.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcLzFxTVdaT2JNSWNvXC9tb3JldHJlZXMtbG9nby5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,MultiPolygon,,61,more-trees,more-Trees,NA,76494,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/1qMWZObMIco/moretrees-logo.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcLzFxTVdaT2JNSWNvXC9tb3JldHJlZXMtbG9nby5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,76494,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/1qMWZObMIco/moretrees-logo.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcLzFxTVdaT2JNSWNvXC9tb3JldHJlZXMtbG9nby5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,90,deciduous-a,61,1,13,Quercus phillyraeoides,"This project aims to regenerate forests in abandoned lands in Tanabe city by planting Quercus phillyraeoides, a symbolic species in the area.",2000,0,0,0,0,76,NA,0,Trees,,18,Medium Grey,#cccccc,#cccccc,13,1cf00f6f-7b66-47aa-94ee-6d6cf975e059,Other,100,0,Ryujinmura Mitsumata,NA,392,Japan,Japan
192,uk-uk-gbr,101,0,63,44,9C4WHR27+7P,UK,,1,2024-03-11T19:16:15.000000Z,2024-03-13T15:42:14.000000Z,91,NA,1,NA,NA,NA,NA,NA,,Tree Council,,157025020144,Trees,2,,52.96640368522111,-1.9735891949890711,157025020144,52.96640368522111,-1.9735891949890711,NA,NA,NA,NA,NA,NA,MultiPolygon,,63,tree-council,Tree Council,NA,NA,NA,NA,NA,NA,NA,91,alder,63,1,13,Alder,NA,0,0,0,0,0,76,NA,0,Trees,,18,Medium Grey,#cccccc,#cccccc,13,1cf00f6f-7b66-47aa-94ee-6d6cf975e059,Other,101,2,UK,NA,826,United Kingdom of Great Britain and Northern Ireland,United Kingdom
193,phillippines-phillippines-phl,102,0,1,1,6QW6FH2J+H6,Phillippines,,1,2024-03-11T19:37:48.000000Z,2024-03-11T19:37:49.000000Z,14,NA,1,NA,NA,NA,NA,NA,,Eden Reforestation Projects,,7404452,Trees,2,,8.451410635869085,124.58058650354054,7404452,8.451410635869085,124.58058650354054,NA,NA,NA,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,MultiPolygon,,1,eden-reforestation-projects,Eden Reforestation Projects,null,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,14,sub-tropical,1,1,16,Sub Tropical,test,1000,20,70,0.3,0.002,76,NA,0,Trees,,4,Yellow,#F2DC0F,#F2DC0F,16,b5d6ed8c-770b-4726-bb63-933a25b2a28d,Subtropical,102,2,Phillippines,NA,608,Republic of the Philippines,Philippines
194,honduras-honduras-hnd,12,0,1,1,767M27P2+MF,Honduras,,1,2024-03-13T14:50:20.000000Z,2024-03-13T14:50:21.000000Z,14,NA,1,NA,NA,NA,NA,NA,,Eden Reforestation Projects,,33814258,Trees,0,,15.036674119251495,-86.74884142555986,33814258,15.036674119251495,-86.74884142555986,NA,NA,NA,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,MultiPolygon,,1,eden-reforestation-projects,Eden Reforestation Projects,null,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,14,sub-tropical,1,1,16,Sub Tropical,test,1000,20,70,0.3,0.002,76,NA,0,Trees,,4,Yellow,#F2DC0F,#F2DC0F,16,b5d6ed8c-770b-4726-bb63-933a25b2a28d,Subtropical,12,0,Honduras,NA,340,Republic of Honduras,Honduras
195,ethiopia-ethiopia-eth,103,0,1,1,6GVV6723+45,Ethiopia,,1,2024-03-13T14:54:02.000000Z,2024-03-25T01:25:56.000000Z,92,NA,1,NA,NA,NA,NA,NA,,Eden Reforestation Projects,,1986836,Trees,2,,7.200353884344543,37.252920200046475,1986836,7.200353884344543,37.252920200046475,NA,NA,NA,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,MultiPolygon,,1,eden-reforestation-projects,Eden Reforestation Projects,null,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,92,mangrove-c,1,1,13,Mangrove,NA,10000,25,80,0,0.001,76,NA,0,Trees,,18,Medium Grey,#cccccc,#cccccc,13,1cf00f6f-7b66-47aa-94ee-6d6cf975e059,Other,103,2,Ethiopia,NA,231,Federal Democratic Republic of Ethiopia,Ethiopia
196,nepal-nepal-npl,104,0,1,1,7MV6Q3CR+5V,Nepal,,1,2024-03-13T14:55:12.000000Z,2024-03-13T14:55:12.000000Z,14,NA,1,NA,NA,NA,NA,NA,,Eden Reforestation Projects,,240592,Trees,2,,27.770380339221493,84.09224484218394,240592,27.770380339221493,84.09224484218394,NA,NA,NA,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,MultiPolygon,,1,eden-reforestation-projects,Eden Reforestation Projects,null,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,14,sub-tropical,1,1,16,Sub Tropical,test,1000,20,70,0.3,0.002,76,NA,0,Trees,,4,Yellow,#F2DC0F,#F2DC0F,16,b5d6ed8c-770b-4726-bb63-933a25b2a28d,Subtropical,104,2,Nepal,NA,524,Nepal,Nepal
197,kenya-kenya-ken,105,0,1,1,6G9X3VMC+F3,Kenya,,1,2024-03-13T14:57:13.000000Z,2024-03-25T01:25:17.000000Z,39,NA,1,NA,NA,NA,NA,NA,,Eden Reforestation Projects,,36124316388,Trees,2,,-2.9162613907485877,39.870132408982606,36124316388,-2.9162613907485877,39.870132408982606,NA,NA,NA,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,MultiPolygon,,1,eden-reforestation-projects,Eden Reforestation Projects,null,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,39,kenyan-mangrove,1,2,9,Kenyan Mangrove,NA,10000,25,75,0.85,0.03,76,NA,0,Trees,,1,Dark Orange,#CF6402,#CF6402,9,8ed6cb65-3d56-4fa6-8b33-e7b0f99b23d2,Mangrove,105,2,Kenya,NA,404,Republic of Kenya,Kenya
198,berge-bulk-mozambique-mozambique-moz,97,0,1,1,5GFPRQW7+5M,Nova Sofala,,1,2024-03-25T01:27:09.000000Z,2024-03-28T04:01:13.000000Z,92,NA,1,NA,NA,NA,NA,NA,,Eden Reforestation Projects,,5870358,Trees,2,,-20.155053352905103,34.7636797708992,5870358,-20.155053352905103,34.7636797708992,NA,NA,NA,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,MultiPolygon,,1,eden-reforestation-projects,Eden Reforestation Projects,null,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,92,mangrove-c,1,1,13,Mangrove,NA,10000,25,80,0,0.001,76,NA,0,Trees,,18,Medium Grey,#cccccc,#cccccc,13,1cf00f6f-7b66-47aa-94ee-6d6cf975e059,Other,97,2,Mozambique,NA,508,Republic of Mozambique,Mozambique
