"";"id";"attributes.externalId";"attributes.commercialFollowUp";"attributes.centroidLongitude";"attributes.centroidLatitude"
"912";21601;1937;"Follow up";2,1295;50,3648
"913";21535;1887;"Follow up";1,983395;50,537066
"914";22019;2649;"Follow up";3,986688;49,035714
"915";22017;2648;"Follow up";-123,550934;42,543546
"916";21585;1928;"Follow up";4,195269;47,232332
"917";21687;2006;"Follow up";-0,128761;48,385096
"918";21443;1788;"Follow up";6,978988;47,822208
"919";22015;2646;"Follow up";3,340044;46,806995
"920";21667;1991;"Follow up";3,055501;44,61201
"921";21639;1965;"Follow up";3,936886;47,006723
"922";21545;1899;"Follow up";0,276389;47,378333
"923";22013;2645;"Follow up";-4,365252;48,254024
"924";21707;2029;"Follow up";-1,690696;46,854902
"925";22011;2644;"Follow up";-4,364883;48,252928
"926";22009;2643;"Follow up";4,767674;48,059967
"927";21445;1791;"Follow up";2,289437;47,691104
"928";21621;1954;"Follow up";1,685222;42,873778
"929";21647;1975;"Follow up";6,894399;48,065203
"930";21503;1851;"Follow up";2,168056;47,405778
"931";22007;2642;"Follow up";3,582124;49,254654
"932";21491;1837;"Follow up";-1,185327;46,502175
"933";22005;2641;"Follow up";-52,845333;-1,505791
"934";22003;2639;"Follow up";-5,212397;31,17102
"935";22001;2638;"Follow up";-72,289698;19,252793
"936";21999;2637;"Follow up";-72,670013;18,260405
"937";21997;2636;"Follow up";5,502863;48,541003
"938";21995;2635;"Follow up";-14,282641;10,327502
"939";21993;2634;"Follow up";-1,250459;48,237213
"940";21633;1960;"Follow up";1,41464;50,030049
"941";21991;2633;"Follow up";97,92509;4,61597
"942";21483;1831;"Follow up";-0,769127;47,211401
"943";21691;2013;"Follow up";-1,392989;46,907716
"944";21989;2632;"Follow up";-1,177914;46,764317
"945";21573;1920;"Follow up";2,493522;45,667731
"946";21489;1835;"Follow up";-0,580244;47,640175
"947";21987;2631;"Follow up";5,788446;47,053539
"948";21441;1780;"Follow up";2,590494;47,231853
"949";21571;1919;"Follow up";1,827209;45,364198
"950";21569;1918;"Follow up";1,636509;45,841792
"951";21985;2630;"Follow up";2,955368;44,61506
"952";21637;1964;"Follow up";3,838909;45,302578
"953";21711;2031;"Follow up";0,683501;48,288693
"954";21785;2098;"Follow up";2,510527;43,783365
"955";21983;2629;"Follow up";-3,804891;47,940988
"956";21431;1761;"Follow up";-0,243252;48,078118
"957";21519;1863;"Follow up";5,481491;48,890427
"958";21565;1915;"Follow up";2,28212;43,38985
"959";21981;2626;"Follow up";4,177222;50,088889
"960";21645;1974;"Follow up";0,787068;49,725934
"961";21979;2625;"Follow up";4,316667;46,897778
"962";21625;1956;"Follow up";1,606485;49,442587
"963";21977;2624;"Follow up";0,2298;49,203
"964";21511;1859;"Follow up";4,295701;47,247301
"965";21975;2623;"Follow up";2,939778;46,644361
"966";21757;2075;"Follow up";3,496102;45,65931
"967";21973;2622;"Follow up";3,53537;45,45476
"968";21669;1992;"Follow up";3,483132;45,300203
"969";21971;2621;"Follow up";5,825724;50,384759
"970";21969;2620;"Follow up";4,138056;50,062778
"971";21967;2619;"Follow up";2,862836;50,524589
"972";21753;2070;"Follow up";1,5935;49,5751
"973";21747;2067;"Follow up";5,597309;48,693301
"974";21965;2618;"Follow up";-3,950252;48,416326
"975";21673;1995;"Follow up";-2,439314;47,675202
"976";21689;2010;"Follow up";3,654955;45,33126
"977";21963;2616;"Follow up";36,819223294527;-1,29496593193777
"978";21961;2613;"Follow up";2,082113;45,683822
"979";21617;1950;"Follow up";0,954236;48,302636
"980";21959;2612;"Follow up";-0,356556;48,356701
"981";21541;1897;"Follow up";0,229893;49,337976
"982";21957;2611;"Follow up";-1,284431;48,238296
"983";21543;1898;"Follow up";0,22445;49,33832
"984";21723;2041;"Follow up";3,72361111111111;43,5927778
"985";21501;1850;"Follow up";1,639636;49,363133
"986";21955;2610;"Follow up";37,4613939921312;-0,0498128605406749
"987";21799;2115;"Follow up";4,483056;46,546944
"988";21953;2609;"Follow up";-3,474923;41,821786
"989";21951;2608;"Follow up";-8,45166666;37,3736111
"990";21619;1951;"Follow up";0,929506;48,216275
"991";21589;1930;"Follow up";0,9322222;47,1541667
"992";21683;2001;"Follow up";3,649556;45,598512
"993";21949;2605;"Follow up";4,255726;47,133481
"994";21301;1691;"Follow up";-76,1370259152264;-6,56757296960206
"995";21429;1760;"Follow up";16,512496;40,712753
"996";21947;2600;"Follow up";0,402222;47,342778
"997";21945;2599;"Follow up";3,575155;45,322888
"998";21943;2598;"Follow up";-9,030813;39,7350961
"999";21781;2096;"Follow up";2,68657;43,73507
"1000";21941;2597;"Follow up";3,463321;49,08165
"1001";21939;2596;"Follow up";5,627355;44,105294
"1002";21937;2595;"Follow up";5,626286;44,104355
"1003";21505;1852;"Follow up";2,051444;43,426601
"1004";21701;2025;"Follow up";17,727472;54,140417
"1005";21553;1905;"Follow up";5,238073;46,44645
"1006";21679;1999;"Follow up";3,771429;45,176339
"1007";21935;2593;"Follow up";6,6962;47,6898
"1008";21933;2592;"Follow up";0,009129;48,6116
"1009";21931;2591;"Follow up";3,829431;49,026437
"1010";21449;1796;"Follow up";2,929552;43,656664
"1011";21459;1805;"Follow up";0,010278;44,572778
"1012";21471;1820;"Follow up";0,018056;44,670556
"1013";21485;1833;"Follow up";0,423611;49,712222
"1014";21929;2586;"Follow up";0,2579;44,9001
"1015";21473;1821;"Follow up";7,478917;48,241833
"1016";21499;1845;"Follow up";5,6774;46,9879
"1017";21927;2584;"Follow up";-0,226008;48,57106
"1018";21661;1987;"Follow up";0,648056;46,8775
"1019";21627;1957;"Follow up";6,378147;48,516083
"1020";21517;1862;"Follow up";5,423158;48,809223
"1021";21717;2037;"Follow up";4,1108866;47,2013656
"1022";21709;2030;"Follow up";0,2998889;48,9461
"1023";21925;2581;"Follow up";1,914444;45,434167
"1024";21339;1710;"Follow up";3,224959;44,546606
"1025";21577;1922;"Follow up";0,9081;45,0621
"1026";21923;2572;"Follow up";-76,309354;-6,574421
"1027";21921;2571;"Follow up";-79,736379;-5,021722
"1028";21919;2567;"Follow up";2,020556;45,746306
"1029";21917;2559;"Follow up";5,84580056341552;49,9890535835455
"1030";21121;1596;"Follow up";-62,309101;-9,114359
"1031";21915;2558;"Follow up";7,0547;45,165
"1032";21913;2557;"Follow up";5,831157;49,951898
"1033";21911;2556;"Follow up";-48,4502;-3,1839
"1034";21533;1879;"Follow up";0,307976;49,5176
"1035";21909;2555;"Follow up";-14,320895;10,203105
"1036";21907;2547;"Follow up";2,45682;47,279495
"1037";21221;1649;"Follow up";2,29557;47,951505
"1038";21889;2533;"Follow up";-16,3112;13,7448
"1039";21869;2488;"Follow up";-4,080334;34,736846
"1040";21887;2529;"To finance";5,984477;50,247291
"1041";21861;2484;"Follow up";-76,379127;-8,398851
"1042";21791;2103;"Follow up";5,52232;50,55025
"1043";21885;2519;"Follow up";-4,348602;6,114117
"1044";21877;2508;"Follow up";-61,5874;-10,748117
"1045";21873;2506;"To finance";-115,381108;48,550097
"1046";21733;2060;"Follow up";4,21441;50,777049
"1047";21891;2534;"Follow up";-16,3167;13,76198333
"1048";21879;2509;"Follow up";-72,363724;19,370844
"1049";21897;2537;"Follow up";-16,32038333;13,84766667
"1050";21899;2538;"Follow up";-16,33091667;13,79718333
"1051";21855;2418;"Follow up";55,382396;-20,920859
"1052";21859;2483;"Follow up";0,644799;6,862526
"1053";21895;2536;"Follow up";-16,28865;13,7571
"1054";21765;2079;"Follow up";4,2125;50,7638889
"1055";21769;2081;"Follow up";4,852723;50,890766
"1056";21863;2485;"Follow up";-72,69235;18,250201
"1057";21905;2541;"Follow up";-16,31423333;13,60328333
"1058";21901;2539;"Follow up";-16,32196667;13,8492
"1059";23267;2528;"Follow up";5,07911;49,78752
"1060";21893;2535;"Follow up";-16,391316;13,875296
"1061";21881;2517;"Follow up";-79,524978;-4,909222
"1062";23307;2426;"Follow up";-0,632463;44,358048
"1063";21875;2507;"Follow up";38,344998;-4,824192
"1064";21857;2482;"Follow up";-16,3357;14,00616667
"1065";21735;2061;"Follow up";5,284949;50,566504
"1066";21883;2518;"Follow up";37,61929396;-0,0499
"1067";21903;2540;"Follow up";-16,31803333;13,608
"1068";21865;2486;"Follow up";55,379289;-20,91601
"1069";21867;2487;"Follow up";97,92317;4,61977
"1070";21835;2384;"Follow up";-72,697207;18,246277
"1071";21853;2401;"Follow up";-120,149022222222;38,0694611
"1072";21821;2377;"Follow up";-77,603878;-5,67297
"1073";21845;2394;"Follow up";-4,079731;34,740191
"1074";21829;2381;"Follow up";-76,594146;-7,025114
"1075";21847;2395;"Follow up";-4,635495;34,808016
"1076";21823;2378;"Follow up";-77,295192;-5,963193
"1077";21843;2393;"Follow up";98,30324;4,07811
"1078";21825;2379;"Follow up";-77,078829;-6,078955
"1079";21833;2383;"Follow up";-72,697269;18,246211
"1080";21819;2376;"Follow up";-76,061921;-6,568394
"1081";21851;2400;"Follow up";55,380839;-20,918552
"1082";21827;2380;"Follow up";-76,445791;-8,401039
"1083";21837;2385;"Follow up";-72,659555;18,217613
"1084";21831;2382;"Follow up";-76,82107;-6,224484
"1085";21839;2386;"Follow up";-74,4507623113987;18,4880035656064
"1086";21591;1931;"Follow up";4,424599;46,194255
"1087";21813;2273;"Follow up";5,430872;48,398394
"1088";21453;1799;"Follow up";3,748755;45,269817
"1089";21495;1841;"Follow up";1,314972;45,930944
"1090";21815;2305;"Follow up";-0,531979;48,228118
"1091";21629;1958;"Follow up";6,765639;48,115083
"1092";21583;1926;"Follow up";-0,514785;46,030186
"1093";21427;1759;"Follow up";6,60166666666667;48,6186111
"1094";21607;1942;"Follow up";3,917001;46,924001
"1095";21523;1872;"Follow up";4,944411;48,855192
"1096";23309;2316;"Follow up";-0,788292639939898;44,7834596531664
"1097";21611;1946;"Follow up";3,907077;48,895046
"1098";21729;2057;"Follow up";2,695862;48,39142
"1099";23311;2354;"Follow up";-1,02730555555556;44,4991389
"1100";21433;1775;"Follow up";6,644615;48,407105
