"ID","type","slug","title","content","excerpt","long_excerpt","short_excerpt","link","featured_image","author","publish_date","date","button","map","address","coordinates","country_image","info"
7396,"project","mwanza-2","Mwanza 2","","","","","https://trees.org/project/mwanza-2/","","","15 Feb 2024","2024-02-15","https://trees.org/project/mwanza-2/, Read more, _self","7JGG+96 Kabila, Tanzania, -2.72407, 33.62559, 3, GhIJJR5QNuXKBcARMVpHVRPQQEA, Kabila, Mwanza Region, Tanzania, TZ","Kabila, Tanzania","-2.72407, 33.62559","5755, 5755, tanzia, tanzia.svg, 5868, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, https://trees.org/tanzia/, tanzia, 1, , , tanzia, inherit, 0, 2022-03-31 00:52:17, 2022-03-31 00:52:17, 0, image/svg+xml, image, svg+xml, https://trees.org/wp-includes/images/media/default.png, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81","Project Name: , Mwanza 2, Project Type: , Expansion, Started: , 2024"
7395,"project","mwanza-1","Mwanza 1","","","","","https://trees.org/project/mwanza-1/","","","15 Feb 2024","2024-02-15","https://trees.org/project/mwanza-1/, Read more, _self","8FHH+5F Buhumbi, Tanzania, -2.67202, 33.47873, 3, GhIJOBCSBUxgBcARms5OBke9QEA, Buhumbi, Mwanza Region, Tanzania, TZ","Buhumbi, Tanzania","-2.67202, 33.47873","5755, 5755, tanzia, tanzia.svg, 5868, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, https://trees.org/tanzia/, tanzia, 1, , , tanzia, inherit, 0, 2022-03-31 00:52:17, 2022-03-31 00:52:17, 0, image/svg+xml, image, svg+xml, https://trees.org/wp-includes/images/media/default.png, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81","Project Name: , Mwanza 1, Project Type: , Expansion, Started: , 2024"
7394,"project","singida-3-pif-2","Singida 3 PIF 2","","","","","https://trees.org/project/singida-3-pif-2/","","","15 Feb 2024","2024-02-15","https://trees.org/project/singida-3-pif-2/, Read more, _self","3VQQ+GM Mungaa, Tanzania, -4.911197, 34.889133, 3, GhIJbtqM0xClE8ARrmUyHM9xQUA, Mungaa, Singida Region, Tanzania, TZ","Mungaa, Tanzania","-4.911197, 34.889133","5755, 5755, tanzia, tanzia.svg, 5868, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, https://trees.org/tanzia/, tanzia, 1, , , tanzia, inherit, 0, 2022-03-31 00:52:17, 2022-03-31 00:52:17, 0, image/svg+xml, image, svg+xml, https://trees.org/wp-includes/images/media/default.png, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81","Project Name: , Singida 3 PIF 2, Project Type: , Replication, Started: , 2023"
7393,"project","tabora-1-pif-1","Tabora 1 PIF 1","","","","","https://trees.org/project/tabora-1-pif-1/","","","15 Feb 2024","2024-02-15","https://trees.org/project/tabora-1-pif-1/, Read more, _self","Mabama, Tanzania, -5.1230421, 32.5217164, 3, ChIJLZdPQUzdthkRAJtaIPe9t98, Mabama, Mabama, Tabora Region, Tanzania, TZ","Mabama, Tanzania","-5.1230421, 32.5217164","5755, 5755, tanzia, tanzia.svg, 5868, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, https://trees.org/tanzia/, tanzia, 1, , , tanzia, inherit, 0, 2022-03-31 00:52:17, 2022-03-31 00:52:17, 0, image/svg+xml, image, svg+xml, https://trees.org/wp-includes/images/media/default.png, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81","Project Name: , Tabora 1 PIF 1, Project Type: , Replication, Started: , 2024"
7392,"project","simiyu-6","Simiyu 6","","","","","https://trees.org/project/simiyu-6/","","","15 Feb 2024","2024-02-15","https://trees.org/project/simiyu-6/, Read more, _self","FJW6+3F Nyaluhande, Tanzania, -2.50484, 33.61122, 3, GhIJfLPNjekJBMARn1T7dDzOQEA, Nyaluhande, Simiyu Region, Tanzania, TZ","Nyaluhande, Tanzania","-2.50484, 33.61122","5755, 5755, tanzia, tanzia.svg, 5868, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, https://trees.org/tanzia/, tanzia, 1, , , tanzia, inherit, 0, 2022-03-31 00:52:17, 2022-03-31 00:52:17, 0, image/svg+xml, image, svg+xml, https://trees.org/wp-includes/images/media/default.png, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81","Project Name: , Simiyu 6, Project Type: , Expansion, Started: , 2024"
7391,"project","simiyu-5","Simiyu 5","","","","","https://trees.org/project/simiyu-5/","","","15 Feb 2024","2024-02-15","https://trees.org/project/simiyu-5/, Read more, _self","95P8+FG Nkololo, Tanzania, -2.61387, 34.16632, 3, GhIJ0_avrDTpBMAR21VI-UkVQUA, Nkololo, Simiyu Region, Tanzania, TZ","Nkololo, Tanzania","-2.61387, 34.16632","5755, 5755, tanzia, tanzia.svg, 5868, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, https://trees.org/tanzia/, tanzia, 1, , , tanzia, inherit, 0, 2022-03-31 00:52:17, 2022-03-31 00:52:17, 0, image/svg+xml, image, svg+xml, https://trees.org/wp-includes/images/media/default.png, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81","Project Name: , Simiyu 5, Project Type: , Expansion, Started: , 2024"
7390,"project","simiyu-4","Simiyu 4","","","","","https://trees.org/project/simiyu-4/","","","15 Feb 2024","2024-02-15","https://trees.org/project/simiyu-4/, Read more, _self","6VM7+H3 Mhango, Tanzania, -2.766, 33.86265, 3, GhIJVOOlm8QgBsARe_KwUGvuQEA, Mhango, Simiyu Region, Tanzania, TZ","Mhango, Tanzania","-2.766, 33.86265","5755, 5755, tanzia, tanzia.svg, 5868, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, https://trees.org/tanzia/, tanzia, 1, , , tanzia, inherit, 0, 2022-03-31 00:52:17, 2022-03-31 00:52:17, 0, image/svg+xml, image, svg+xml, https://trees.org/wp-includes/images/media/default.png, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81","Project Name: , Simiyu 4, Project Type: , Expansion, Started: , 2024"
7389,"project","simiyu-3","Simiyu 3","","","","","https://trees.org/project/simiyu-3/","","","15 Feb 2024","2024-02-15","https://trees.org/project/simiyu-3/, Read more, _self","9QV8+33 Nyamswa, Tanzania, -2.60727, 33.76521, 3, GhIJQLyuX7DbBMARPEm6ZvLhQEA, Nyamswa, Simiyu Region, Tanzania, TZ","Nyamswa, Tanzania","-2.60727, 33.76521","5755, 5755, tanzia, tanzia.svg, 5868, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, https://trees.org/tanzia/, tanzia, 1, , , tanzia, inherit, 0, 2022-03-31 00:52:17, 2022-03-31 00:52:17, 0, image/svg+xml, image, svg+xml, https://trees.org/wp-includes/images/media/default.png, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81","Project Name: , Simiyu 3, Project Type: , Expansion"
7388,"project","bariadi-1","Simiyu 2","","","","","https://trees.org/project/bariadi-1/","","","15 Feb 2024","2024-02-15","https://trees.org/project/bariadi-1/, Read more, _self","HH3V+223, Mwanangi Village, Tanzania, -2.447400336, 33.59267295, 3, ChIJV39L1J-6zRkRqFTnhJAyGdE, Mwanangi Village, Simiyu Region, Tanzania, TZ","Mwanangi Village, Tanzania","-2.447400336, 33.59267295","5755, 5755, tanzia, tanzia.svg, 5868, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, https://trees.org/tanzia/, tanzia, 1, , , tanzia, inherit, 0, 2022-03-31 00:52:17, 2022-03-31 00:52:17, 0, image/svg+xml, image, svg+xml, https://trees.org/wp-includes/images/media/default.png, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81","Project Name: , Simiyu 2, Project Type: , Expansion, Started: , 2022"
7387,"project","busega-1","Simiyu 1","","","","","https://trees.org/project/busega-1/","","","15 Feb 2024","2024-02-15","https://trees.org/project/busega-1/, Read more, _self","9R46+GQ Nyamswa, Tanzania, -2.643680978, 33.81199081, 3, GhIJ3nNgOUImBcARkVOFUO_nQEA, Nyamswa, Simiyu Region, Tanzania, TZ","Nyamswa, Tanzania","-2.643680978, 33.81199081","5755, 5755, tanzia, tanzia.svg, 5868, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, https://trees.org/tanzia/, tanzia, 1, , , tanzia, inherit, 0, 2022-03-31 00:52:17, 2022-03-31 00:52:17, 0, image/svg+xml, image, svg+xml, https://trees.org/wp-includes/images/media/default.png, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81","Project Name: , Simiyu 1, Project Type: , Expansion, Started: , 2022"
7386,"project","cdi-3","CDI 3","","","","","https://trees.org/project/cdi-3/","","","15 Feb 2024","2024-02-15","https://trees.org/project/cdi-3/, Read more, _self","7GHM+G3H, Nzihi, Tanzania, -7.72162, 35.532488, 3, ChIJVxrGrPprVBgRNV9R2YU73L4, Nzihi, Iringa Region, Tanzania, TZ","Nzihi, Tanzania","-7.72162, 35.532488","5755, 5755, tanzia, tanzia.svg, 5868, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, https://trees.org/tanzia/, tanzia, 1, , , tanzia, inherit, 0, 2022-03-31 00:52:17, 2022-03-31 00:52:17, 0, image/svg+xml, image, svg+xml, https://trees.org/wp-includes/images/media/default.png, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81, https://trees.org/wp-content/uploads/2022/03/tanzia.svg, 80, 81","Project Name: , CDI 3, Project Type: , Expansion, Started: , 2022"
7369,"project","homa-bay-19","Homa Bay 19","","","","","https://trees.org/project/homa-bay-19/","","","13 Feb 2024","2024-02-13","https://trees.org/project/homa-bay-19/, Read more, _self","Ndhiwa, Kenya, -0.7298697, 34.3671172, 3, ChIJzfkqJQ3J1BkRRKeAuiEg2ug, Ndhiwa, Ndhiwa, Homa Bay County, Kenya, KE","Ndhiwa, Kenya","-0.7298697, 34.3671172","5757, 5757, kenya, kenya.svg, 4312, https://trees.org/wp-content/uploads/2022/03/kenya.svg, https://trees.org/kenya/, kenya, 1, , , kenya, inherit, 0, 2022-03-31 00:55:49, 2022-03-31 00:55:49, 0, image/svg+xml, image, svg+xml, https://trees.org/wp-includes/images/media/default.png, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87","Project Name: , Homa Bay 19, Project Type: , Expansion, Started: , 2024"
7368,"project","homa-bay-18","Homa Bay 18","","","","","https://trees.org/project/homa-bay-18/","","","13 Feb 2024","2024-02-13","https://trees.org/project/homa-bay-18/, Read more, _self","Oyugis, Kenya, -0.5078963, 34.7381662, 3, ChIJUa-1apsnKxgRdfr_tEoa3Y0, Oyugis, Oyugis, Homa Bay County, Kenya, KE","Oyugis, Kenya","-0.5078963, 34.7381662","5757, 5757, kenya, kenya.svg, 4312, https://trees.org/wp-content/uploads/2022/03/kenya.svg, https://trees.org/kenya/, kenya, 1, , , kenya, inherit, 0, 2022-03-31 00:55:49, 2022-03-31 00:55:49, 0, image/svg+xml, image, svg+xml, https://trees.org/wp-includes/images/media/default.png, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87","Project Name: , Homa Bay 18, Project Type: , Expansion, Started: , 2024"
7367,"project","homa-bay-17","Homa Bay 17","","","","","https://trees.org/project/homa-bay-17/","","","13 Feb 2024","2024-02-13","https://trees.org/project/homa-bay-17/, Read more, _self","7FRF+3G Sikwadhi, Kenya, -0.709795, 34.47381, 3, GhIJgqj7AKS25r8RRkJbzqU8QUA, Sikwadhi, Homa Bay County, Kenya, KE","Sikwadhi, Kenya","-0.709795, 34.47381","5757, 5757, kenya, kenya.svg, 4312, https://trees.org/wp-content/uploads/2022/03/kenya.svg, https://trees.org/kenya/, kenya, 1, , , kenya, inherit, 0, 2022-03-31 00:55:49, 2022-03-31 00:55:49, 0, image/svg+xml, image, svg+xml, https://trees.org/wp-includes/images/media/default.png, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87","Project Name: , Homa Bay 17, Project Type: , Expansion, Started: , 2024"
7366,"project","homa-bay-16","Homa Bay 16","","","","","https://trees.org/project/homa-bay-16/","","","13 Feb 2024","2024-02-13","https://trees.org/project/homa-bay-16/, Read more, _self","GVMP+6P Kadongo, Kenya, -0.466892, 34.886803, 3, GhIJ5-Ww-47h3b8RUn-9woJxQUA, Kadongo, Homa Bay County, Kenya, KE","Kadongo, Kenya","-0.466892, 34.886803","5757, 5757, kenya, kenya.svg, 4312, https://trees.org/wp-content/uploads/2022/03/kenya.svg, https://trees.org/kenya/, kenya, 1, , , kenya, inherit, 0, 2022-03-31 00:55:49, 2022-03-31 00:55:49, 0, image/svg+xml, image, svg+xml, https://trees.org/wp-includes/images/media/default.png, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87","Project Name: , Homa Bay 16, Project Type: , Expansion, Started: , 2024"
7365,"project","homa-bay-15","Homa Bay 15","","","","","https://trees.org/project/homa-bay-15/","","","13 Feb 2024","2024-02-13","https://trees.org/project/homa-bay-15/, Read more, _self","GWJ9+847, Kadongo, Kenya, -0.469328, 34.918312, 3, ChIJQds7WaXhKhgRqkurKrF2RSo, Kadongo, Homa Bay County, Kenya, KE","Kadongo, Kenya","-0.469328, 34.918312","5757, 5757, kenya, kenya.svg, 4312, https://trees.org/wp-content/uploads/2022/03/kenya.svg, https://trees.org/kenya/, kenya, 1, , , kenya, inherit, 0, 2022-03-31 00:55:49, 2022-03-31 00:55:49, 0, image/svg+xml, image, svg+xml, https://trees.org/wp-includes/images/media/default.png, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87","Project Name: , Homa Bay 15, Project Type: , Expansion, Started: , 2024"
7364,"project","homa-bay-14","Homa Bay 14","","","","","https://trees.org/project/homa-bay-14/","","","13 Feb 2024","2024-02-13","https://trees.org/project/homa-bay-14/, Read more, _self","7F95+9V Sikwadhi, Kenya, -0.731523, 34.459708, 3, GhIJp7Io7KJo578R09o0ttc6QUA, Sikwadhi, Homa Bay County, Kenya, KE","Sikwadhi, Kenya","-0.731523, 34.459708","5757, 5757, kenya, kenya.svg, 4312, https://trees.org/wp-content/uploads/2022/03/kenya.svg, https://trees.org/kenya/, kenya, 1, , , kenya, inherit, 0, 2022-03-31 00:55:49, 2022-03-31 00:55:49, 0, image/svg+xml, image, svg+xml, https://trees.org/wp-includes/images/media/default.png, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87","Project Name: , Homa Bay 14, Project Type: , Expansion, Started: , 2023"
7363,"project","homa-bay-13","Homa Bay 13","","","","","https://trees.org/project/homa-bay-13/","","","13 Feb 2024","2024-02-13","https://trees.org/project/homa-bay-13/, Read more, _self","57QV+VF Ondiek's, Kenya, -0.810259, 34.293726, 3, GhIJ7URJSKTt6b8REf5F0JglQUA, Ondiek's, Homa Bay County, Kenya, KE","Ondiek's, Kenya","-0.810259, 34.293726","5757, 5757, kenya, kenya.svg, 4312, https://trees.org/wp-content/uploads/2022/03/kenya.svg, https://trees.org/kenya/, kenya, 1, , , kenya, inherit, 0, 2022-03-31 00:55:49, 2022-03-31 00:55:49, 0, image/svg+xml, image, svg+xml, https://trees.org/wp-includes/images/media/default.png, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87","Project Name: , Homa Bay 13, Project Type: , Expansion, Started: , 2023"
7362,"project","homa-bay-12","Homa Bay 12","","","","","https://trees.org/project/homa-bay-12/","","","13 Feb 2024","2024-02-13","https://trees.org/project/homa-bay-12/, Read more, _self","856X+F8 Magunga, Kenya, -0.688758, 34.198287, 3, GhIJwHebN04K5r8RaRzqd2EZQUA, Magunga, Homa Bay County, Kenya, KE","Magunga, Kenya","-0.688758, 34.198287","5757, 5757, kenya, kenya.svg, 4312, https://trees.org/wp-content/uploads/2022/03/kenya.svg, https://trees.org/kenya/, kenya, 1, , , kenya, inherit, 0, 2022-03-31 00:55:49, 2022-03-31 00:55:49, 0, image/svg+xml, image, svg+xml, https://trees.org/wp-includes/images/media/default.png, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87","Project Name: , Homa Bay 12, Project Type: , Expansion, Started: , 2023"
7361,"project","homa-bay-11","Homa Bay 11","","","","","https://trees.org/project/homa-bay-11/","","","13 Feb 2024","2024-02-13","https://trees.org/project/homa-bay-11/, Read more, _self","C8Q8+M9 Homa Bay, Kenya, -0.560801, 34.315999, 3, GhIJEw1S8BTy4b8Ry0i9p3IoQUA, Homa Bay, Homa Bay County, Kenya, KE","Homa Bay, Kenya","-0.560801, 34.315999","5757, 5757, kenya, kenya.svg, 4312, https://trees.org/wp-content/uploads/2022/03/kenya.svg, https://trees.org/kenya/, kenya, 1, , , kenya, inherit, 0, 2022-03-31 00:55:49, 2022-03-31 00:55:49, 0, image/svg+xml, image, svg+xml, https://trees.org/wp-includes/images/media/default.png, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87","Project Name: , Homa Bay 11, Project Type: , Expansion, Started: , 2023"
7360,"project","homa-bay-8","Homa Bay 8","","","","","https://trees.org/project/homa-bay-8/","","","13 Feb 2024","2024-02-13","https://trees.org/project/homa-bay-8/, Read more, _self","CJ3V+Q5 Rangwe, Kenya, -0.59561, 34.64288, 3, GhIJOnXlszwP478RUaBP5ElSQUA, Rangwe, Homa Bay County, Kenya, KE","Rangwe, Kenya","-0.59561, 34.64288","5757, 5757, kenya, kenya.svg, 4312, https://trees.org/wp-content/uploads/2022/03/kenya.svg, https://trees.org/kenya/, kenya, 1, , , kenya, inherit, 0, 2022-03-31 00:55:49, 2022-03-31 00:55:49, 0, image/svg+xml, image, svg+xml, https://trees.org/wp-includes/images/media/default.png, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87","Project Name: , Homa Bay 8, Project Type: , Expansion, Started: , 2020"
7359,"project","migori-16","Migori 16","","","","","https://trees.org/project/migori-16/","","","13 Feb 2024","2024-02-13","https://trees.org/project/migori-16/, Read more, _self","QHW2+P6 Kehancha, Kenya, -1.2031485, 34.55056, 3, GhIJC7Q7pBhA878RLT4FwHhGQUA, Kehancha, Migori County, Kenya, KE","Kehancha, Kenya","-1.2031485, 34.55056","5757, 5757, kenya, kenya.svg, 4312, https://trees.org/wp-content/uploads/2022/03/kenya.svg, https://trees.org/kenya/, kenya, 1, , , kenya, inherit, 0, 2022-03-31 00:55:49, 2022-03-31 00:55:49, 0, image/svg+xml, image, svg+xml, https://trees.org/wp-includes/images/media/default.png, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87","Project Name: , Migori 16, Project Type: , Expansion, Started: , 2024"
7358,"project","migori-15","Migori 15","","","","","https://trees.org/project/migori-15/","","","13 Feb 2024","2024-02-13","https://trees.org/project/migori-15/, Read more, _self","RGXX+M2 Masaba, Kenya, -1.150783, 34.547598, 3, GhIJLa9cb5tp8r8Rca32sBdGQUA, Masaba, Migori County, Kenya, KE","Masaba, Kenya","-1.150783, 34.547598","5757, 5757, kenya, kenya.svg, 4312, https://trees.org/wp-content/uploads/2022/03/kenya.svg, https://trees.org/kenya/, kenya, 1, , , kenya, inherit, 0, 2022-03-31 00:55:49, 2022-03-31 00:55:49, 0, image/svg+xml, image, svg+xml, https://trees.org/wp-includes/images/media/default.png, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87, https://trees.org/wp-content/uploads/2022/03/kenya.svg, 73, 87","Project Name: , Migori 15, Project Type: , Expansion, Started: , 2024"
